Order_ID,Date_Time,Category,Demand_Level,Traffic_Congestion,Delivery_Mode,Driver_Availability,Distance_km,Base_Price,Weather_Impact,Special_Event,Payment_Method,Final_Price
4542,2025-03-29 11:26:00,Groceries,Low,Heavy,Scheduled,Low,9.8,13.28,Clear,Holiday,Cash,24.24
4543,2025-03-25 01:30:00,Pharmacy,Low,Moderate,Express,Medium,2.7,11.61,Snowy,Holiday,E-Wallet,27.89
4544,2025-03-19 02:28:00,Food Delivery,High,Moderate,Standard,Low,4.7,12.43,Stormy,Holiday,E-Wallet,36.05
4545,2025-03-12 15:55:00,Groceries,Low,Light,Standard,Medium,2.8,8.72,Rainy,None,E-Wallet,10.46
4546,2025-03-13 03:49:00,Groceries,Medium,Moderate,Scheduled,High,9.6,13.31,Rainy,Holiday,Debit Card,20.35
4547,2025-03-04 09:15:00,Groceries,High,Heavy,Standard,Medium,9.5,9.48,Rainy,Sports Event,Debit Card,23.07
4548,2025-03-26 02:39:00,Electronics,Medium,Moderate,Express,High,9.4,3.49,Rainy,Holiday,Credit Card,8.3
4549,2025-03-14 17:11:00,Pharmacy,Low,Light,Express,Medium,8.4,10.26,Rainy,Festival,E-Wallet,22.41
4550,2025-03-06 05:54:00,Electronics,Medium,Light,Standard,Medium,2.5,5.21,Rainy,Sports Event,Credit Card,8.94
4551,2025-03-27 06:18:00,Fashion,Medium,Light,Scheduled,High,4.6,4.96,Stormy,Holiday,UPI,6.89
4552,2025-03-26 03:11:00,Food Delivery,Medium,Heavy,Standard,High,1.9,6.41,Clear,None,E-Wallet,7.62
4553,2025-03-06 15:23:00,Pharmacy,Low,Light,Express,High,1.8,8.96,Clear,Festival,E-Wallet,14.68
4554,2025-03-26 00:18:00,Groceries,Low,Moderate,Standard,High,9.2,3.81,Clear,Festival,E-Wallet,4.9
4555,2025-03-07 00:05:00,Food Delivery,Medium,Light,Express,High,1.2,3.31,Clear,Festival,Credit Card,5.96
4556,2025-03-05 19:34:00,Pharmacy,Medium,Light,Standard,High,7.4,6.22,Rainy,Festival,Debit Card,9.61
4557,2025-03-09 16:58:00,Electronics,High,Heavy,Standard,Medium,9.2,9.37,Clear,Sports Event,UPI,19.0
4558,2025-03-30 02:10:00,Pharmacy,Low,Heavy,Standard,Medium,9.9,9.81,Clear,Holiday,E-Wallet,15.3
4559,2025-03-28 09:52:00,Food Delivery,Medium,Heavy,Standard,High,2.3,10.24,Snowy,Holiday,Debit Card,18.98
4560,2025-03-14 18:59:00,Pharmacy,Medium,Light,Standard,Medium,2.4,2.9,Stormy,None,Cash,3.83
4561,2025-03-20 04:38:00,Fashion,Medium,Moderate,Scheduled,Low,4.9,3.27,Rainy,Festival,E-Wallet,7.22
4562,2025-03-18 04:41:00,Food Delivery,High,Moderate,Scheduled,Low,8.4,8.97,Clear,Festival,Credit Card,19.51
4563,2025-03-08 01:25:00,Groceries,Medium,Light,Express,High,9.5,3.11,Rainy,Sports Event,E-Wallet,6.72
4564,2025-03-04 20:44:00,Fashion,Low,Moderate,Standard,Medium,4.7,11.24,Rainy,Sports Event,Cash,19.29
4565,2025-03-10 23:52:00,Pharmacy,High,Moderate,Express,Medium,7.9,10.89,Stormy,None,Cash,26.16
4566,2025-03-28 19:11:00,Fashion,Medium,Moderate,Standard,Low,8.1,5.32,Clear,Festival,Debit Card,10.88
4567,2025-03-20 11:02:00,Pharmacy,Medium,Moderate,Scheduled,Low,8.5,12.12,Rainy,Sports Event,Debit Card,26.77
4568,2025-03-29 21:09:00,Fashion,Medium,Heavy,Express,High,3.2,6.04,Clear,Holiday,Cash,13.06
4569,2025-03-09 08:10:00,Groceries,High,Heavy,Scheduled,Medium,9.7,4.46,Snowy,Festival,UPI,9.77
4570,2025-03-09 19:52:00,Groceries,Medium,Moderate,Standard,Medium,1.7,4.3,Clear,None,Cash,5.2
4571,2025-03-17 20:23:00,Pharmacy,High,Heavy,Express,Medium,9.9,8.73,Rainy,Festival,Debit Card,29.74
4572,2025-03-05 06:59:00,Fashion,Low,Heavy,Express,High,7.7,11.17,Clear,None,Cash,16.89
4573,2025-03-01 16:45:00,Fashion,Medium,Light,Standard,Low,1.8,8.59,Stormy,Sports Event,UPI,19.16
4574,2025-03-17 07:39:00,Food Delivery,Low,Light,Scheduled,Medium,1.8,10.84,Rainy,Festival,Cash,15.22
4575,2025-03-05 15:41:00,Fashion,High,Moderate,Express,High,0.9,6.43,Rainy,Festival,UPI,18.07
4576,2025-03-12 03:04:00,Fashion,High,Moderate,Standard,Low,2.4,6.94,Rainy,None,Debit Card,15.48
4577,2025-03-28 16:50:00,Pharmacy,Medium,Heavy,Scheduled,Medium,6.7,12.79,Stormy,Sports Event,Credit Card,23.7
4578,2025-03-16 06:00:00,Food Delivery,Medium,Moderate,Scheduled,High,8.1,8.29,Snowy,Holiday,UPI,12.68
4579,2025-03-16 02:23:00,Pharmacy,High,Heavy,Express,High,8.4,12.36,Rainy,None,E-Wallet,29.15
4580,2025-03-21 17:41:00,Groceries,Medium,Light,Scheduled,Low,0.5,3.62,Rainy,Sports Event,UPI,7.27
4581,2025-03-16 07:23:00,Electronics,High,Light,Standard,Low,4.7,11.6,Stormy,None,E-Wallet,23.52
4582,2025-03-20 20:57:00,Food Delivery,Medium,Moderate,Express,Medium,9.5,5.83,Stormy,Festival,Credit Card,15.41
4583,2025-03-08 05:45:00,Pharmacy,Medium,Heavy,Standard,Low,3.6,2.3,Rainy,None,Credit Card,4.74
4584,2025-03-13 14:26:00,Electronics,Medium,Light,Express,Medium,9.5,2.03,Clear,Holiday,Cash,4.06
4585,2025-03-29 08:05:00,Groceries,Medium,Moderate,Scheduled,Medium,5.5,2.07,Clear,None,Cash,2.25
4586,2025-03-08 00:22:00,Fashion,Medium,Light,Standard,Low,8.2,2.72,Rainy,Holiday,UPI,6.07
4587,2025-03-18 08:46:00,Food Delivery,Low,Heavy,Scheduled,High,2.1,13.98,Snowy,None,Credit Card,16.31
4588,2025-03-07 09:31:00,Groceries,Low,Moderate,Express,High,1.6,14.85,Stormy,Holiday,UPI,32.11
4589,2025-03-03 13:51:00,Food Delivery,High,Light,Scheduled,Medium,0.8,5.26,Rainy,Holiday,Cash,9.6
4590,2025-03-09 19:20:00,Food Delivery,Low,Light,Scheduled,Medium,2.3,7.7,Clear,Sports Event,Credit Card,9.01
4591,2025-03-23 15:26:00,Pharmacy,Low,Light,Scheduled,Low,2.3,2.06,Stormy,None,E-Wallet,2.89
4592,2025-03-22 23:28:00,Fashion,Medium,Heavy,Standard,Low,7.4,11.63,Clear,Festival,E-Wallet,25.94
4593,2025-03-08 13:59:00,Fashion,Low,Heavy,Scheduled,High,8.9,9.33,Stormy,Holiday,UPI,14.15
4594,2025-03-12 07:46:00,Food Delivery,High,Light,Standard,Low,8.0,6.96,Clear,None,Cash,11.76
4595,2025-03-17 18:41:00,Pharmacy,Medium,Light,Express,Low,5.9,3.93,Snowy,Festival,Cash,12.27
4596,2025-03-03 14:05:00,Food Delivery,Low,Moderate,Scheduled,Low,3.5,6.14,Stormy,Festival,Credit Card,12.33
4597,2025-03-11 14:08:00,Groceries,Low,Moderate,Scheduled,Medium,9.8,2.12,Rainy,Holiday,UPI,3.27
4598,2025-03-06 12:39:00,Pharmacy,Medium,Heavy,Express,Medium,5.1,13.65,Clear,Sports Event,Debit Card,32.79
4599,2025-03-09 21:44:00,Food Delivery,Low,Light,Express,Medium,9.4,4.65,Clear,Holiday,E-Wallet,8.46
4600,2025-03-01 13:45:00,Electronics,Low,Moderate,Express,Low,2.7,13.33,Stormy,Sports Event,Credit Card,41.63
4601,2025-03-03 20:11:00,Groceries,Low,Heavy,Scheduled,Low,1.7,8.99,Stormy,None,Cash,15.15
4602,2025-03-15 13:24:00,Pharmacy,Low,Moderate,Express,Low,6.8,9.77,Stormy,Sports Event,UPI,30.51
4603,2025-03-02 12:16:00,Electronics,High,Heavy,Express,Low,3.6,14.6,Rainy,None,UPI,49.74
4604,2025-03-20 11:29:00,Electronics,Medium,Heavy,Scheduled,Medium,8.3,2.74,Rainy,Festival,Cash,5.08
4605,2025-03-20 14:23:00,Pharmacy,Medium,Moderate,Express,Low,2.4,3.51,Clear,Festival,Cash,10.05
4606,2025-03-25 00:04:00,Pharmacy,Medium,Heavy,Standard,Low,2.6,3.38,Stormy,Holiday,Debit Card,9.05
4607,2025-03-30 05:21:00,Electronics,Medium,Heavy,Standard,Low,9.8,13.77,Stormy,Sports Event,Cash,36.86
4608,2025-03-23 18:24:00,Electronics,Low,Moderate,Express,High,2.8,9.71,Stormy,Festival,Credit Card,20.99
4609,2025-03-11 10:02:00,Electronics,High,Moderate,Scheduled,Medium,6.4,9.83,Clear,Festival,UPI,16.45
4610,2025-03-16 08:29:00,Groceries,Low,Heavy,Express,High,9.1,12.81,Clear,None,E-Wallet,19.37
4611,2025-03-23 13:15:00,Electronics,Medium,Heavy,Standard,Medium,8.0,9.23,Rainy,None,E-Wallet,14.62
4612,2025-03-20 09:47:00,Fashion,Low,Moderate,Standard,Medium,1.1,3.57,Stormy,Sports Event,E-Wallet,6.13
4613,2025-03-12 11:42:00,Electronics,Low,Light,Scheduled,Low,0.8,9.3,Rainy,Festival,Debit Card,16.97
4614,2025-03-01 06:53:00,Groceries,Low,Moderate,Standard,High,4.9,12.75,Snowy,Holiday,Cash,19.69
4615,2025-03-26 11:46:00,Pharmacy,High,Moderate,Standard,Medium,7.6,8.75,Stormy,None,UPI,15.02
4616,2025-03-16 18:14:00,Fashion,High,Light,Scheduled,High,6.9,10.73,Stormy,None,E-Wallet,13.56
4617,2025-03-23 14:52:00,Electronics,Medium,Heavy,Standard,Medium,9.1,7.08,Snowy,Sports Event,Cash,14.58
4618,2025-03-25 04:43:00,Food Delivery,High,Moderate,Scheduled,Medium,4.9,7.47,Rainy,Festival,Cash,15.0
4619,2025-03-20 03:15:00,Electronics,Medium,Heavy,Standard,High,1.7,4.51,Clear,Festival,Cash,6.97
4620,2025-03-02 22:50:00,Electronics,High,Light,Scheduled,Low,2.8,13.2,Snowy,None,Credit Card,24.09
4621,2025-03-05 09:04:00,Fashion,Low,Light,Express,Medium,7.9,8.73,Stormy,None,Credit Card,14.67
4622,2025-03-24 02:27:00,Electronics,Medium,Heavy,Standard,Low,7.9,3.01,Clear,Sports Event,UPI,6.71
4623,2025-03-03 03:07:00,Groceries,Medium,Moderate,Scheduled,High,4.4,12.92,Clear,None,Debit Card,12.66
4624,2025-03-09 23:11:00,Groceries,High,Light,Scheduled,Low,2.9,11.27,Rainy,Sports Event,UPI,26.74
4625,2025-03-11 05:44:00,Food Delivery,Low,Light,Express,Low,2.4,6.86,Clear,Sports Event,E-Wallet,16.23
4626,2025-03-25 18:14:00,Electronics,Medium,Moderate,Standard,Low,3.1,6.0,Clear,Holiday,E-Wallet,12.27
4627,2025-03-05 13:34:00,Electronics,High,Moderate,Scheduled,Low,6.3,10.86,Stormy,None,E-Wallet,21.8
4628,2025-03-13 14:20:00,Groceries,Low,Moderate,Standard,Low,6.2,13.51,Snowy,Festival,Cash,30.14
4629,2025-03-16 18:16:00,Food Delivery,Low,Moderate,Scheduled,High,5.5,5.01,Rainy,Holiday,Debit Card,6.96
4630,2025-03-27 12:55:00,Pharmacy,Low,Moderate,Scheduled,Medium,2.4,12.82,Snowy,Festival,E-Wallet,19.8
4631,2025-03-20 17:23:00,Food Delivery,Medium,Moderate,Standard,Medium,4.7,3.98,Snowy,None,E-Wallet,5.78
4632,2025-03-07 03:11:00,Electronics,High,Moderate,Scheduled,Low,1.8,2.55,Clear,Festival,Debit Card,5.55
4633,2025-03-09 00:27:00,Fashion,Medium,Moderate,Scheduled,Medium,2.6,9.21,Clear,None,Credit Card,10.03
4634,2025-03-18 11:03:00,Pharmacy,Low,Light,Standard,Medium,5.5,3.39,Snowy,None,E-Wallet,4.07
4635,2025-03-14 15:37:00,Food Delivery,Low,Light,Express,High,2.2,8.98,Snowy,Sports Event,Debit Card,17.65
4636,2025-03-21 01:29:00,Groceries,Low,Heavy,Express,Medium,0.7,4.18,Clear,Sports Event,E-Wallet,9.13
4637,2025-03-23 03:53:00,Electronics,Medium,Heavy,Scheduled,Low,4.3,4.1,Stormy,Sports Event,Credit Card,9.88
4638,2025-03-07 04:02:00,Pharmacy,High,Moderate,Standard,Low,5.3,14.51,Snowy,Holiday,E-Wallet,42.08
4639,2025-03-30 12:33:00,Electronics,High,Heavy,Standard,Low,1.3,12.55,Snowy,Festival,Cash,39.7
4640,2025-03-04 10:24:00,Groceries,Low,Moderate,Express,High,3.7,7.74,Clear,None,Debit Card,10.73
4641,2025-03-12 08:22:00,Food Delivery,High,Moderate,Scheduled,Medium,3.6,7.91,Stormy,Sports Event,Cash,15.88
4642,2025-03-17 20:49:00,Groceries,Low,Light,Express,Low,9.4,4.62,Stormy,Sports Event,E-Wallet,13.12
4643,2025-03-06 21:26:00,Pharmacy,High,Heavy,Express,Medium,4.7,12.68,Clear,Festival,E-Wallet,36.0
4644,2025-03-26 08:06:00,Food Delivery,Medium,Heavy,Scheduled,Low,0.6,8.36,Rainy,Sports Event,Debit Card,20.14
4645,2025-03-22 04:45:00,Groceries,Medium,Heavy,Scheduled,Low,7.6,7.76,Rainy,Sports Event,Credit Card,18.7
4646,2025-03-10 09:07:00,Food Delivery,Low,Moderate,Express,Low,5.7,2.88,Clear,Sports Event,Credit Card,7.5
4647,2025-03-24 22:03:00,Fashion,Low,Moderate,Scheduled,Low,9.4,11.38,Clear,None,Cash,14.65
4648,2025-03-15 14:07:00,Pharmacy,High,Heavy,Scheduled,Low,6.6,12.87,Stormy,Holiday,Credit Card,36.64
4649,2025-03-23 12:51:00,Electronics,Low,Light,Express,Low,5.2,13.6,Snowy,None,Credit Card,29.7
4650,2025-03-09 05:26:00,Pharmacy,Medium,Light,Standard,Low,1.0,10.77,Snowy,None,Debit Card,18.48
4651,2025-03-01 20:45:00,Groceries,High,Heavy,Standard,Medium,9.7,6.03,Snowy,Holiday,Debit Card,14.67
4652,2025-03-24 21:37:00,Fashion,Medium,Moderate,Express,Medium,9.8,3.21,Rainy,Festival,UPI,8.48
4653,2025-03-20 20:43:00,Pharmacy,Low,Moderate,Standard,Low,2.0,8.68,Clear,Festival,E-Wallet,16.14
4654,2025-03-12 23:56:00,Electronics,Medium,Light,Standard,Low,7.8,6.69,Stormy,Festival,E-Wallet,14.92
4655,2025-03-11 06:02:00,Electronics,Low,Light,Express,Medium,4.1,6.09,Snowy,Festival,UPI,13.3
4656,2025-03-14 10:20:00,Electronics,High,Light,Scheduled,Medium,7.3,12.76,Stormy,None,UPI,17.92
4657,2025-03-02 21:54:00,Electronics,Low,Moderate,Express,High,8.7,10.96,Snowy,Holiday,UPI,23.7
4658,2025-03-14 05:01:00,Groceries,Medium,Heavy,Express,Low,0.6,8.75,Snowy,Holiday,Cash,32.79
4659,2025-03-03 10:25:00,Food Delivery,Medium,Light,Standard,Low,3.2,5.11,Snowy,Festival,UPI,11.4
4660,2025-03-16 19:55:00,Food Delivery,Low,Moderate,Express,Low,0.6,5.4,Stormy,Sports Event,Credit Card,16.86
4661,2025-03-14 07:52:00,Groceries,Medium,Light,Scheduled,Low,7.1,9.94,Rainy,Sports Event,Debit Card,19.96
4662,2025-03-31 01:28:00,Food Delivery,High,Light,Express,Medium,4.9,6.49,Rainy,Holiday,E-Wallet,18.43
4663,2025-03-19 16:22:00,Groceries,Low,Moderate,Standard,High,2.6,10.33,Stormy,None,Debit Card,12.27
4664,2025-03-22 13:03:00,Fashion,High,Moderate,Scheduled,Low,2.4,14.61,Clear,None,E-Wallet,24.44
4665,2025-03-31 05:27:00,Electronics,Medium,Heavy,Express,High,8.0,2.52,Rainy,Festival,Credit Card,6.54
4666,2025-03-10 23:57:00,Pharmacy,Low,Heavy,Standard,Medium,1.3,2.91,Clear,Festival,Debit Card,4.54
4667,2025-03-29 23:13:00,Fashion,Medium,Light,Scheduled,Medium,0.8,10.71,Stormy,Holiday,E-Wallet,16.54
4668,2025-03-11 20:38:00,Fashion,Medium,Heavy,Express,High,3.1,9.59,Stormy,Sports Event,Cash,24.88
4669,2025-03-30 18:01:00,Food Delivery,Medium,Moderate,Standard,Low,4.7,10.83,Clear,None,UPI,17.04
4670,2025-03-16 16:12:00,Food Delivery,Low,Moderate,Express,Low,3.3,5.95,Stormy,None,UPI,14.29
4671,2025-03-20 09:35:00,Electronics,High,Moderate,Scheduled,High,7.7,6.48,Snowy,Sports Event,UPI,11.71
4672,2025-03-12 19:49:00,Fashion,Medium,Light,Express,Low,4.9,2.92,Rainy,Festival,Credit Card,9.12
4673,2025-03-29 08:59:00,Electronics,High,Heavy,Scheduled,Low,4.8,6.75,Stormy,None,Debit Card,14.78
4674,2025-03-22 23:42:00,Food Delivery,Low,Moderate,Scheduled,High,4.7,9.44,Rainy,None,Credit Card,10.09
4675,2025-03-01 15:32:00,Pharmacy,Low,Heavy,Express,Medium,2.8,8.5,Rainy,Holiday,UPI,22.28
4676,2025-03-03 21:15:00,Food Delivery,Medium,Heavy,Scheduled,High,9.4,5.06,Clear,Sports Event,UPI,7.03
4677,2025-03-23 14:45:00,Pharmacy,Low,Heavy,Scheduled,Low,5.1,9.64,Rainy,Sports Event,Credit Card,21.11
4678,2025-03-17 22:33:00,Fashion,Medium,Moderate,Express,High,2.9,10.08,Stormy,Sports Event,Credit Card,23.97
4679,2025-03-30 17:39:00,Food Delivery,High,Light,Express,Medium,1.1,2.29,Clear,Festival,E-Wallet,5.42
4680,2025-03-03 11:56:00,Pharmacy,High,Light,Express,Medium,2.4,6.36,Snowy,Festival,Debit Card,18.06
4681,2025-03-14 00:00:00,Fashion,Low,Moderate,Standard,High,5.5,3.83,Rainy,Holiday,Cash,5.92
4682,2025-03-23 05:22:00,Electronics,Low,Light,Express,Medium,8.2,4.06,Snowy,Festival,UPI,8.87
4683,2025-03-25 06:46:00,Groceries,Medium,Heavy,Scheduled,High,5.5,9.16,Snowy,None,UPI,11.75
4684,2025-03-04 02:00:00,Food Delivery,Low,Moderate,Standard,Medium,4.7,9.61,Rainy,Holiday,E-Wallet,16.49
4685,2025-03-21 18:03:00,Fashion,Medium,Light,Express,High,7.9,5.15,Snowy,None,Cash,8.57
4686,2025-03-02 18:44:00,Pharmacy,Medium,Light,Scheduled,Low,3.8,6.48,Snowy,None,Cash,10.01
4687,2025-03-03 19:48:00,Groceries,High,Moderate,Standard,High,9.9,5.36,Snowy,Holiday,UPI,10.76
4688,2025-03-06 17:22:00,Food Delivery,Low,Light,Standard,Low,6.4,14.9,Rainy,Festival,UPI,30.22
4689,2025-03-25 10:53:00,Fashion,High,Moderate,Standard,Low,7.8,9.4,Snowy,Holiday,E-Wallet,27.26
4690,2025-03-20 00:55:00,Electronics,Low,Heavy,Standard,Low,2.8,10.24,Stormy,None,Credit Card,19.17
4691,2025-03-13 12:13:00,Pharmacy,Medium,Moderate,Scheduled,Medium,9.6,10.61,Clear,None,Cash,11.55
4692,2025-03-08 05:05:00,Pharmacy,Medium,Moderate,Scheduled,Medium,6.9,11.43,Snowy,None,Credit Card,14.94
4693,2025-03-14 02:22:00,Electronics,Medium,Heavy,Standard,Medium,5.9,6.69,Stormy,Holiday,Debit Card,13.78
4694,2025-03-30 08:02:00,Fashion,Medium,Heavy,Standard,High,6.3,12.78,Rainy,None,UPI,18.22
4695,2025-03-12 20:38:00,Food Delivery,High,Light,Express,Medium,6.0,14.7,Stormy,None,UPI,32.1
4696,2025-03-02 10:42:00,Food Delivery,Medium,Moderate,Scheduled,High,7.6,3.17,Rainy,Festival,E-Wallet,4.85
4697,2025-03-30 23:30:00,Food Delivery,High,Heavy,Express,Low,5.7,7.41,Snowy,Holiday,Cash,32.82
4698,2025-03-25 16:34:00,Pharmacy,Low,Moderate,Scheduled,Medium,4.6,14.59,Rainy,Holiday,Cash,22.53
4699,2025-03-25 13:41:00,Pharmacy,Low,Heavy,Scheduled,Low,7.3,7.73,Rainy,Holiday,UPI,16.93
4700,2025-03-19 19:53:00,Electronics,High,Light,Scheduled,Medium,7.1,12.83,Stormy,Sports Event,UPI,23.42
4701,2025-03-10 22:18:00,Pharmacy,High,Heavy,Express,Low,6.1,8.42,Rainy,Sports Event,UPI,37.29
4702,2025-03-17 15:11:00,Pharmacy,Medium,Heavy,Scheduled,High,3.6,3.41,Clear,None,Cash,3.65
4703,2025-03-01 21:27:00,Food Delivery,Low,Light,Standard,High,6.5,12.47,Snowy,None,Debit Card,13.47
4704,2025-03-17 12:06:00,Electronics,High,Light,Scheduled,Low,2.9,11.18,Rainy,Holiday,Cash,26.53
4705,2025-03-14 02:13:00,Pharmacy,High,Light,Standard,High,5.7,5.09,Stormy,Sports Event,Credit Card,9.29
4706,2025-03-12 04:47:00,Food Delivery,Low,Heavy,Scheduled,Medium,4.8,11.38,Clear,Sports Event,Cash,15.98
4707,2025-03-08 22:57:00,Pharmacy,Medium,Light,Scheduled,High,10.0,11.33,Stormy,Holiday,E-Wallet,15.75
4708,2025-03-17 19:15:00,Pharmacy,Low,Heavy,Standard,Medium,3.4,2.42,Snowy,None,Credit Card,3.48
4709,2025-03-02 00:33:00,Pharmacy,Medium,Moderate,Scheduled,High,1.9,7.06,Clear,Sports Event,Credit Card,9.0
4710,2025-03-19 04:33:00,Electronics,Low,Heavy,Scheduled,Medium,1.1,3.17,Stormy,Holiday,E-Wallet,5.34
4711,2025-03-18 06:17:00,Food Delivery,Low,Heavy,Standard,Low,3.7,12.34,Snowy,None,Credit Card,23.1
4712,2025-03-24 06:27:00,Electronics,Medium,Heavy,Express,Low,6.1,4.21,Clear,Sports Event,Cash,13.15
4713,2025-03-07 11:07:00,Groceries,Low,Light,Express,High,3.7,4.06,Clear,Holiday,Cash,6.65
4714,2025-03-22 12:12:00,Food Delivery,Low,Heavy,Scheduled,Medium,5.2,9.56,Clear,Holiday,E-Wallet,13.42
4715,2025-03-21 23:32:00,Groceries,Low,Moderate,Scheduled,Low,8.1,12.97,Rainy,Holiday,E-Wallet,26.04
4716,2025-03-13 00:15:00,Fashion,High,Heavy,Express,Medium,0.7,14.16,Stormy,Festival,Cash,48.24
4717,2025-03-04 22:16:00,Food Delivery,Medium,Light,Express,Medium,8.4,2.79,Snowy,Holiday,Cash,6.7
4718,2025-03-14 04:22:00,Food Delivery,Medium,Moderate,Standard,Low,0.9,12.08,Rainy,None,Cash,22.8
4719,2025-03-17 23:01:00,Food Delivery,Low,Moderate,Express,Medium,6.2,8.29,Snowy,None,UPI,15.32
4720,2025-03-06 09:20:00,Groceries,Medium,Light,Standard,Low,1.8,3.53,Clear,Holiday,UPI,6.56
4721,2025-03-30 08:38:00,Food Delivery,Low,Moderate,Express,Medium,8.5,11.98,Rainy,Sports Event,Credit Card,28.78
4722,2025-03-26 03:14:00,Groceries,High,Light,Express,High,4.2,8.11,Stormy,Sports Event,E-Wallet,20.72
4723,2025-03-16 21:32:00,Electronics,Medium,Heavy,Scheduled,High,7.6,9.88,Stormy,Holiday,Credit Card,16.48
4724,2025-03-22 19:37:00,Food Delivery,Low,Light,Express,Medium,7.2,4.13,Snowy,None,Cash,6.94
4725,2025-03-07 23:01:00,Pharmacy,Medium,Light,Express,High,4.2,12.64,Stormy,None,UPI,21.02
4726,2025-03-11 06:26:00,Food Delivery,High,Moderate,Standard,Low,8.5,6.08,Clear,None,Debit Card,11.3
4727,2025-03-03 06:59:00,Pharmacy,High,Heavy,Express,Medium,3.2,13.22,Snowy,None,E-Wallet,34.65
4728,2025-03-11 03:07:00,Fashion,Medium,Light,Standard,Medium,1.0,13.49,Snowy,Holiday,UPI,23.15
4729,2025-03-30 16:32:00,Groceries,Medium,Moderate,Express,High,0.9,11.62,Rainy,Sports Event,Debit Card,27.64
4730,2025-03-03 17:54:00,Electronics,Low,Light,Express,Medium,3.8,11.52,Snowy,Holiday,Credit Card,25.16
4731,2025-03-28 16:34:00,Groceries,Medium,Heavy,Scheduled,Low,8.6,8.66,Clear,Sports Event,UPI,17.39
4732,2025-03-28 23:19:00,Food Delivery,Medium,Heavy,Scheduled,Medium,1.1,6.36,Snowy,Festival,Cash,11.79
4733,2025-03-19 19:22:00,Food Delivery,High,Heavy,Scheduled,High,8.4,11.06,Clear,None,Credit Card,13.98
4734,2025-03-11 15:50:00,Food Delivery,Medium,Moderate,Express,Low,1.0,6.67,Stormy,None,Debit Card,17.63
4735,2025-03-02 07:57:00,Groceries,Low,Heavy,Express,Low,9.4,8.13,Snowy,None,UPI,21.31
4736,2025-03-17 08:17:00,Food Delivery,Medium,Heavy,Standard,Medium,2.0,14.11,Snowy,None,Cash,22.35
4737,2025-03-20 07:28:00,Fashion,High,Heavy,Standard,Low,8.2,11.23,Stormy,Festival,Debit Card,35.53
4738,2025-03-01 06:46:00,Electronics,High,Moderate,Scheduled,Low,0.8,13.56,Stormy,Sports Event,Debit Card,35.39
4739,2025-03-01 13:10:00,Pharmacy,High,Light,Scheduled,Low,5.6,3.88,Clear,None,Debit Card,5.9
4740,2025-03-28 13:13:00,Groceries,High,Moderate,Express,Medium,4.5,3.68,Rainy,None,Cash,8.84
4741,2025-03-28 02:46:00,Pharmacy,Low,Light,Scheduled,High,4.7,5.05,Rainy,Sports Event,Debit Card,6.38
4742,2025-03-17 05:21:00,Food Delivery,Low,Heavy,Standard,High,3.7,4.1,Rainy,Holiday,E-Wallet,6.91
4743,2025-03-13 22:13:00,Fashion,High,Moderate,Scheduled,Medium,9.0,6.76,Snowy,None,E-Wallet,10.44
4744,2025-03-28 21:58:00,Electronics,High,Light,Standard,Medium,5.1,2.11,Clear,None,Cash,2.74
4745,2025-03-11 17:22:00,Groceries,High,Moderate,Scheduled,High,7.9,10.96,Snowy,Sports Event,Credit Card,19.8
4746,2025-03-01 12:19:00,Electronics,Medium,Moderate,Express,Medium,0.6,13.75,Stormy,Sports Event,UPI,36.34
4747,2025-03-15 15:45:00,Pharmacy,Medium,Moderate,Express,Medium,8.6,9.86,Rainy,Festival,E-Wallet,26.06
4748,2025-03-16 00:28:00,Groceries,Medium,Light,Standard,Low,7.7,6.37,Rainy,None,Cash,10.93
4749,2025-03-24 15:45:00,Fashion,Low,Light,Scheduled,Low,2.7,12.53,Stormy,Holiday,UPI,22.87
4750,2025-03-28 10:04:00,Electronics,Low,Light,Scheduled,Medium,5.3,7.88,Clear,Sports Event,E-Wallet,9.22
4751,2025-03-12 15:03:00,Food Delivery,High,Light,Express,Medium,6.5,10.64,Rainy,Sports Event,E-Wallet,30.21
4752,2025-03-03 01:31:00,Groceries,Low,Heavy,Standard,Low,6.1,10.28,Snowy,Holiday,Debit Card,25.02
4753,2025-03-27 14:41:00,Groceries,Medium,Heavy,Express,High,6.5,6.37,Rainy,Sports Event,Debit Card,16.53
4754,2025-03-27 19:40:00,Food Delivery,Low,Moderate,Scheduled,Medium,3.0,5.99,Stormy,Festival,Debit Card,9.25
4755,2025-03-29 06:01:00,Food Delivery,High,Moderate,Express,Medium,5.0,11.36,Rainy,None,Cash,27.29
4756,2025-03-15 07:24:00,Food Delivery,High,Moderate,Scheduled,Medium,4.1,11.9,Snowy,Sports Event,Debit Card,23.89
4757,2025-03-23 01:13:00,Fashion,High,Moderate,Express,High,8.1,3.92,Rainy,Festival,Cash,11.02
4758,2025-03-05 12:40:00,Fashion,High,Heavy,Standard,Low,4.5,10.16,Clear,Festival,E-Wallet,26.79
4759,2025-03-11 16:29:00,Fashion,High,Light,Express,Low,9.2,8.51,Rainy,None,Cash,24.16
4760,2025-03-19 09:36:00,Fashion,Medium,Moderate,Scheduled,Medium,7.9,11.21,Snowy,Sports Event,Cash,19.04
4761,2025-03-13 17:35:00,Pharmacy,High,Heavy,Scheduled,High,2.2,9.98,Snowy,Sports Event,E-Wallet,19.67
